Date,Open,High,Low,Close,Volume
2017-04-06,1188.7,1201.23,1173.18,1190.49,71184485.98
2017-04-07,1190.49,1198.22,1166.65,1180.78,39393003.33
2017-04-08,1180.78,1215.1,1173.99,1204.34,54498333.26
2017-04-09,1204.34,1214.87,1194.81,1206.71,48473680.7
2017-04-10,1206.71,1229.57,1195.76,1220.74,45563707.07
2017-04-11,1220.74,1225.46,1207.36,1212.53,54699396.14
2017-04-12,1212.53,1218.66,1150.29,1176.2,78456422.62
2017-04-13,1176.2,1195.4,1162.16,1177.33,56129576.67
2017-04-14,1177.33,1194.85,841.53,1176.99,33877537.21
2017-04-15,1176.99,1187.97,1166.74,1176.8,22538918.55
2017-04-16,1176.8,1202.97,1172.81,1194.01,56095607.39
2017-04-17,1194.01,1213.88,1191.14,1206.09,64900219.25
2017-04-18,1206.09,1218.21,1194.08,1215.2,53034357.1
2017-04-19,1215.2,1246.64,1210.67,1238.09,69223360.98
2017-04-20,1238.09,1256.97,1235.56,1249.64,52498296.85
2017-04-21,1249.64,1256.97,1215.78,1240.89,55776932.72
2017-04-22,1240.89,1256.23,1223.06,1249.14,54224355.75
2017-04-23,1249.14,1256.36,1234.86,1248.18,49281629.32
2017-04-24,1248.18,1272.62,1244.21,1264.31,56659016.28
2017-04-25,1264.31,1309.2,1263,1286.63,77649710.39
2017-04-26,1286.63,1346.79,1285.3,1332.91,83319636.4
2017-04-27,1332.91,1356.15,1287.62,1329.62,104536476.71
2017-04-28,1329.62,1343.69,1314.15,1336.28,55982468.15
2017-04-29,1336.28,1358.94,1309.66,1351.91,55470285.83
2017-04-30,1351.91,1448.68,1342.78,1415.81,144414038.52
2017-05-01,1415.81,1471.14,1394.83,1445.93,103342244.97
2017-05-02,1445.93,1496.39,1424.05,1485.55,122551707.4
2017-05-03,1485.55,1609.84,1437.11,1516.76,213084949.56
2017-05-04,1516.76,1588.11,1485.01,1507.77,188015771.96
2017-05-05,1507.77,1560.42,1503.93,1545.29,92747185.54
2017-05-06,1545.29,1572.89,1495.18,1554.45,111708072.42
2017-05-07,1554.45,1667.67,1552.86,1664.47,174687869.23
2017-05-08,1664.47,1757.39,1619.97,1697.5,219169486.19
2017-05-09,1697.5,1766.18,1664.99,1752.31,156203600.07
2017-05-10,1752.31,1864.76,1741.54,1819.29,198829123.41
2017-05-11,1819.29,1822.51,1641.18,1686.39,192159873.95
2017-05-12,1686.39,1770.5,1594.59,1763.74,128390095.83
2017-05-13,1763.74,1802.75,1736.13,1772.55,72874378.57
2017-05-14,1772.55,1776.65,1656.81,1708.92,138499150.92
2017-05-15,1708.92,1752.55,1653.72,1729.34,130379207.17
2017-05-16,1729.34,1842.83,1703.97,1801.3,170954154.68
2017-05-17,1801.3,1980.49,1791.12,1880.99,135901905.39
2017-05-18,1880.99,1969.7,1875.28,1962,191523926.23
2017-05-19,1962,2048.45,1944.4,2040.18,179346919.05
2017-05-20,2040.18,2094.94,1980.07,2044.19,161036810.13
2017-05-21,2044.19,2264.76,1998.61,2124.41,373482496.01
2017-05-22,2124.41,2286.3,2110.78,2272.58,251969081.94
2017-05-23,2272.58,2496.98,2263.29,2445.28,353734030.88
2017-05-24,2445.28,2781.76,2210.48,2307.22,622139030.97
2017-05-25,2306.96,2616.52,2051.45,2244.89,441342711.51
2017-05-26,2244.89,2322.37,1868.56,2052.43,446034004.02
2017-05-27,2052.43,2300.52,2051.07,2189.02,266766116.87
2017-05-28,2189.02,2337.35,2117.34,2278.21,204101576.11
2017-05-29,2278.21,2329.26,2147.1,2192.55,270069146.9
2017-05-30,2192.55,2330.62,2168.37,2303.34,261223035.96
2017-05-31,2303.34,2460.84,2303.34,2412.65,290070431.91
2017-06-01,2412.65,2493.97,2385.59,2492.6,199765372.83
2017-06-02,2492.6,2582.77,2449.95,2545.43,177168595.51
2017-06-03,2545.43,2559.79,2478.18,2524.06,149060810.38
2017-06-04,2524.06,2705.38,2523.92,2704.96,225611887.49
2017-06-05,2704.96,2931.24,2699.68,2870.5,538772473.78
2017-06-06,2870.5,2880.95,2626.56,2691.51,340329903.73
2017-06-07,2691.51,2808.41,2623.61,2798.78,260898606.12
2017-06-08,2798.78,2852.07,2786.07,2811.43,189237110.88
2017-06-09,2811.43,2914.19,2807.36,2900.25,246869682.08
2017-06-10,2900.25,2977.86,2867.25,2973.45,241516660.76
2017-06-11,2973.45,2985.06,2483.63,2656.77,585158909.87
2017-06-12,2656.77,2784.77,2647.44,2712.99,314476276.72
2017-06-13,2712.99,2803.72,2348.99,2467.27,448294279.42
2017-06-14,2467.27,2521.6,2125.56,2442.46,606264366.01
2017-06-15,2442.46,2536.42,2335.28,2508.58,286630757.58
2017-06-16,2508.58,2690.71,2454.81,2655.1,246698591.9
2017-06-17,2655.1,2676.04,2488.59,2539.56,235239296.33
2017-06-18,2539.56,2617.75,2518.78,2616.82,210372750.85
2017-06-19,2616.82,2800.48,2613.98,2754.38,300034010.58
2017-06-20,2754.38,2804.41,2624.35,2677.62,313234721.45
2017-06-21,2677.62,2757.32,2623.17,2722.84,210318780.96
2017-06-22,2722.84,2759.66,2699.48,2710.37,155303414.19
2017-06-23,2710.37,2741.56,2540.35,2590.05,228007287.01
2017-06-24,2590.05,2660.66,2472.37,2541.62,220679135.83
2017-06-25,2541.62,2584.75,2327.26,2446.05,401912134.89
2017-06-26,2446.05,2585.06,2309.63,2583.75,381517099.87
2017-06-27,2583.75,2616.95,2490.11,2577.74,279792448.24
2017-06-28,2577.74,2605.86,2526.51,2558.37,191733499.8
2017-06-29,2558.37,2576.28,2469.54,2480.61,183878856.3
2017-06-30,2480.61,2529.62,2387.47,2424.61,160661673.8
2017-07-01,2424.61,2555.34,2375.86,2536.46,165839565.2
2017-07-02,2536.46,2617.48,2506.3,2572.47,212244951.2
2017-07-03,2572.47,2658.73,2569.99,2617.32,210433639.12
2017-07-04,2617.32,2642.74,2562.04,2627.86,232257106.93
2017-07-05,2627.86,2634.84,2581.8,2614.24,156558009.83
2017-07-06,2614.24,2617.48,2484.73,2513.88,229168229.22
2017-07-07,2513.88,2568.73,2480.62,2564.86,136973389.49
2017-07-08,2564.86,2576.73,2509.65,2511.43,99506518.51
2017-07-09,2511.43,2530.34,2271.79,2344.02,297270301
2017-07-10,2344.02,2412.75,2265.48,2324.29,341998621.09
2017-07-11,2324.29,2424.82,2262.08,2403.09,257095280.13
2017-07-12,2403.09,2436.66,2334.96,2362.44,208630220.69
2017-07-13,2362.44,2370.53,2165.36,2234.17,257704533.44
2017-07-14,2234.17,2237.13,1974.03,1975.08,320719096.8
2017-07-15,1975.08,2044.41,1808.99,1914.09,364287861.72
2017-07-16,1914.09,2233.83,1913.79,2233.39,368366495.35
2017-07-17,2233.39,2400.74,2164.59,2320.23,465220151.81
2017-07-18,2320.23,2412.38,2243.13,2282.58,357639189.58
2017-07-19,2282.58,2932.81,2282.11,2866.02,807416890.88
2017-07-20,2866.02,2873.96,2622.54,2675.08,529154789.97
2017-07-21,2675.08,2876.71,2658.59,2836.53,341992860.2
2017-07-22,2836.53,2856.67,2675.65,2756.61,299869260.34
2017-07-23,2756.61,2798.89,2715.69,2763.42,229047365.02
2017-07-24,2763.42,2779.08,2472.62,2582.58,534765380.75
2017-07-25,2582.58,2631.73,2441.54,2559.21,340465234.92
2017-07-26,2559.21,2712.92,2547.74,2691.88,269880857.99
2017-07-27,2691.88,2843.78,2683.59,2806.75,383479795.74
2017-07-28,2806.75,2812.13,2699.42,2733.5,230818894.97
2017-07-29,2733.5,2773.06,2621.68,2766.49,222933516.31
2017-07-30,2766.49,2916.3,2723.05,2883.27,254836601.62
2017-07-31,2883.27,2946.02,2659.62,2746.99,341216428.6
2017-08-01,2746.99,2773.8,2668.87,2720.53,222534344.58
2017-08-02,2720.53,2822.88,2717.62,2809.99,188517085.91
2017-08-03,2809.99,2892.67,2779.51,2878.49,195800289.46
2017-08-04,2878.49,3344.01,2875.91,3262.8,503737620.4
2017-08-05,3262.8,3295.07,3166.52,3232.03,196484496.53
2017-08-06,3232.03,3425.13,3198.51,3401.91,294021645.24
2017-08-07,3401.91,3494.87,3357.15,3429.38,366169429.25
2017-08-08,3429.38,3437.15,3251.03,3348.79,324058681.71
2017-08-09,3348.79,3453.84,3322.92,3425.67,242024460.29
2017-08-10,3425.67,3706.48,3409.79,3654.37,345135492.36
2017-08-11,3654.37,3967.26,3611.36,3871.62,469532325.43
2017-08-12,3871.62,4189.42,3847.31,4062.6,638917500.34
2017-08-13,4062.6,4336.71,3978.95,4327.94,540927757.84
2017-08-14,4327.94,4436.48,3837.13,4161.66,872840682.33
2017-08-15,4161.66,4398.06,3938.62,4387.4,472960334.46
2017-08-16,4387.4,4487.5,4194.1,4278.92,554232802.49
2017-08-17,4278.92,4362.73,3978.28,4105.37,603898315.45
2017-08-18,4105.37,4189.68,3957.46,4150.45,462723151.89
2017-08-19,4150.45,4182.29,4034.4,4066.6,288193446.22
2017-08-20,4066.6,4097.25,3966.93,4005.1,365174045.82
2017-08-21,4005.1,4142.68,3612.21,4089.7,659657838.92
2017-08-22,4089.7,4255.62,4070.49,4141.09,402340258.48
2017-08-23,4141.09,4364.11,4111.71,4318.35,305373477.79
2017-08-24,4318.35,4461.71,4292.63,4364.41,362283252.98
2017-08-25,4364.41,4379.28,4263.28,4352.3,199403922.82
2017-08-26,4352.3,4408.18,4321.12,4345.75,185180843.1
2017-08-27,4345.75,4403.13,4195.23,4390.31,325285703.33
2017-08-28,4390.31,4647.83,4350.22,4597.31,455467850.19
2017-08-29,4597.31,4644.06,4491.79,4583.02,313466398.12
2017-08-30,4583.02,4765.07,4580.13,4735.11,338981145.1
2017-08-31,4735.11,4925.23,4690.17,4921.85,491140364.58
2017-09-01,4921.85,4976.52,4448.64,4573.8,747713818.1
2017-09-02,4573.8,4719.78,4397.74,4612.92,470135795.37
2017-09-03,4612.92,4621.01,4098.58,4267.45,737216060.51
2017-09-04,4267.45,4496.67,4004.62,4409.08,673846827.74
2017-09-05,4409.08,4660.04,4401.53,4618.71,504717245.65
2017-09-06,4618.71,4690.55,4493.2,4635.6,324939872.82
2017-09-07,4635.6,4699.59,4130.88,4326.45,786819863.5
2017-09-08,4326.45,4402.15,4185.33,4335.13,332195251.06
2017-09-09,4335.13,4338.08,4032.15,4245.89,451244396.53
2017-09-10,4245.89,4364.42,4134.62,4217.9,375254125.16
2017-09-11,4217.9,4387.76,4074.97,4158.92,453402207.42
2017-09-12,4158.92,4174.58,3752.01,3870.29,728385231.78
2017-09-13,3870.29,3930.69,3218.98,3243.08,1118258889.56
2017-09-14,3243.08,3824.43,2979.88,3713.76,1519153953.02
2017-09-15,3713.76,3893.67,3551.83,3698.92,627559216.22
2017-09-16,3698.92,3796.56,3485.83,3689.61,351250484.2
2017-09-17,3689.61,4122.75,3689,4100.28,586938661.3
2017-09-18,4100.28,4120.71,3852.22,3907.96,488897829.62
2017-09-19,3907.96,4053.04,3846.76,3882.16,342438072.5
2017-09-20,3882.16,3912.79,3576.54,3617.27,543570164.08
2017-09-21,3617.27,3753.51,3505.81,3600.83,414612501.81
2017-09-22,3600.83,3813.39,3563.18,3788.02,253370774.72
2017-09-23,3788.02,3790.89,3633.88,3667.52,183852135.74
2017-09-24,3667.52,3971.5,3665.67,3932.83,386674961.65
2017-09-25,3932.83,3982.31,3858.75,3892.7,248481868.86
2017-09-26,3892.7,4232.35,3882.08,4212.2,480358673.93
2017-09-27,4212.2,4274.64,4112.88,4195.65,386909537.01
2017-09-28,4195.65,4237.51,4030.37,4172.79,404599756.28
2017-09-29,4172.79,4383.27,4164.25,4360.62,290796939.99
2017-09-30,4360.62,4412.62,4258.32,4403.09,262485153.92
2017-10-01,4403.09,4477.38,4364.67,4401.32,314621927.61
2017-10-02,4401.32,4435.99,4230.73,4314.18,353046057.47
2017-10-03,4314.18,4355.29,4183.57,4218.66,272424730.47
2017-10-04,4218.66,4365.76,4143.35,4321.44,271914958.4
2017-10-05,4321.44,4422.15,4296.93,4371.94,269878225.69
2017-10-06,4371.94,4472.92,4319.48,4435.81,176332039.12
2017-10-07,4435.81,4622.87,4419.36,4611.7,323063950.84
2017-10-08,4611.7,4875.38,4556.15,4777.49,518586828.49
2017-10-09,4777.49,4930,4722.81,4763.36,475717720.64
2017-10-10,4763.36,4874.89,4718.6,4824.2,338533507.33
2017-10-11,4824.2,5432.63,4814.98,5432.62,848641969.34
2017-10-12,5432.62,5852.78,5391.97,5637.26,1211469140.96
2017-10-13,5637.26,5839.62,5568.86,5824.71,434406119.95
2017-10-14,5824.71,5862.69,5448.22,5688.14,571166215.25
2017-10-15,5677.35,5795.33,5576.1,5759.33,349154669.33
2017-10-16,5759.25,5773.32,5521.09,5598.58,368658284.35
2017-10-17,5598.58,5601.3,5114.87,5575.83,654722509.03
2017-10-18,5576.71,5737.41,5517.62,5698.65,469774559.06
2017-10-19,5698.62,6075.32,5611.39,5993.11,729487923.01
2017-10-20,5993.11,6187.2,5874.54,6006.65,684989667.22
2017-10-21,6006.65,6070.56,5722.98,5982.86,618893096.8
2017-10-22,5982.86,6048.98,5644.22,5903.61,801148315.46
2017-10-23,5903.61,5904.63,5463.41,5513.08,811951129.66
2017-10-24,5513.08,5747.96,5375.64,5734,585738379.88
2017-10-25,5734,5970.4,5689.92,5887.61,547664553.57
2017-10-26,5887.62,5997.83,5692.32,5764.56,488283724.04
2017-10-27,5764.56,5871.04,5654.8,5726.61,305611140.99
2017-10-28,5726.61,6295.43,5679.37,6147.52,966990808.93
2017-10-29,6147.7,6226.18,6018.97,6124.28,481600502.95
2017-10-30,6124.28,6467.2,6090.83,6451.24,637838767.02
2017-10-31,6449.1,6738.74,6355,6737.78,869798619.79
2017-11-01,6737.78,7339.91,6737.77,7024.81,1663170039.86
2017-11-02,7024.81,7445.62,6938.93,7152.12,1120978013.29
2017-11-03,7146.98,7492.24,6957.84,7363.8,773371754.85
2017-11-04,7363.8,7599.44,7284.33,7389.55,789287755.18
2017-11-05,7389.55,7429.7,6934.73,6959.23,1148125488.89
2017-11-06,6959.27,7222.37,6957.8,7102.75,716798409.14
2017-11-07,7102.23,7869.1,7026.97,7444.36,1632547465.88
2017-11-08,7444.36,7457.12,7040.83,7129.59,915963933.06
2017-11-09,7129.59,7318.97,6406.05,6565.8,1513421266.51
2017-11-10,6565.8,6821.5,6197.87,6339.86,878096915.35
2017-11-11,6339.87,6490.53,5493.64,5878.13,1629165385.9
2017-11-12,5878.09,6760.15,5828.34,6522.45,1135256036.03
2017-11-13,6522.45,6728.59,6419.18,6597.06,634604991.54
2017-11-14,6597.06,7330.06,6596.94,7283.22,922959468.47
2017-11-15,7283.02,7964.64,7119.17,7853.68,1010130763.21
2017-11-16,7853.68,8000.19,7534.7,7699.95,917599923.24
2017-11-17,7699.95,7857.52,7458.9,7780.91,571121111
2017-11-18,7781.02,8100.87,7675.41,8042.64,541391321.61
2017-11-19,8042.64,8294.12,7947.28,8244.69,617354329.03
2017-11-20,8245.87,8368.36,7819.06,8099.97,938345413.24
2017-11-21,8099.92,8304.37,8091.63,8234.55,539697375.37
2017-11-22,8234.5,8266.55,8012.35,8013.41,555465146.26
